name,location,rating,votes,cost,cuisines
Taiki,Indiranagar,4.4,139,1200.0,"Asian, Japanese, Korean, Thai, Sushi"
Thai House,Indiranagar,4.2,232,1500.0,Thai
Grand Hotel,Old Airport Road,3.6,57,500.0,"Hyderabadi, Biryani"
Bombay Brasserie,Indiranagar,4.4,1908,1800.0,Modern Indian
Ovenstory Pizza,Old Airport Road,4.0,108,800.0,Pizza
Gobble Up Churros Cafe,Indiranagar,4.3,379,400.0,"Street Food, Continental, Mexican, Beverages, Cafe, Desserts, Spanish"
Under The Tree,Domlur,3.0,64,200.0,"Desserts, Juices, Fast Food"
Treat,Indiranagar,3.9,553,800.0,"North Indian, Mughlai"
Aagaman Veg,Indiranagar,4.0,560,900.0,"North Indian, Chinese, South Indian"
Jonah's,Indiranagar,4.1,1856,1100.0,"Italian, Seafood, American, Continental"
The Cake Mart,Old Airport Road,3.7,22,600.0,"Bakery, Desserts"
Paratha Corner,CV Raman Nagar,3.2,23,150.0,North Indian
Crunch Pizzas,Domlur,2.9,331,600.0,"Italian, Pizza"
Tea Brew,Indiranagar,4.1,1157,500.0,"Cafe, Continental, Momos, Italian, North Indian"
InnerChef,Indiranagar,3.7,271,500.0,"North Indian, Continental"
Bob's Restaurant,Jeevan Bhima Nagar,4.0,331,500.0,"North Indian, Chinese"
Hotel Karavali,Jeevan Bhima Nagar,3.7,264,450.0,"Biryani, North Indian, Mangalorean, Seafood"
Imli,Indiranagar,3.8,1850,800.0,"North Indian, Street Food"
Sabari Juice Junction,Jeevan Bhima Nagar,4.1,132,250.0,"Beverages, Sandwich"
Chung Wah Express,Indiranagar,2.8,97,600.0,"Chinese, Thai, Momos, Vietnamese"
Mamagoto,Indiranagar,4.4,2579,1600.0,"Asian, Thai, Chinese, BBQ, Momos"
YumYumSouth,Indiranagar,3.0,40,600.0,South Indian
One Chu Restaurant,Old Airport Road,3.9,327,600.0,"Chinese, Momos"
Clean Bowled,Indiranagar,3.4,6,300.0,"Healthy Food, Salad"
All Shook Up!,Domlur,3.9,77,300.0,"Desserts, Beverages"
Grill Hut,Kaggadasapura,3.6,84,350.0,"Fast Food, Rolls"
Malabar,Jeevan Bhima Nagar,3.0,162,400.0,"Kerala, Seafood, Biryani"
Mood For Food,Jeevan Bhima Nagar,4.0,151,800.0,"North Indian, Biryani"
Yomama!!,Indiranagar,4.0,341,800.0,"Continental, Burger, Cafe, Steak"
New Tandoor,CV Raman Nagar,3.5,293,550.0,"North Indian, Chinese, Mughlai, Rolls"
Taza Tawa,Jeevan Bhima Nagar,3.8,170,550.0,"North Indian, Chinese, Kebab, Beverages"
Cafe Coffee Day,Indiranagar,3.7,72,900.0,"Cafe, Fast Food"
Vimmi's Cafe,Indiranagar,2.7,30,500.0,American
The Belgian Waffle Co.,Indiranagar,4.0,74,350.0,"Desserts, Beverages"
Manju's Kitchen,Indiranagar,3.3,14,300.0,Chinese
Biggies Burger 'n' More,Indiranagar,4.3,195,400.0,"Cafe, Burger, Fast Food"
Chung's Chinese Corner,Indiranagar,2.7,290,600.0,"Chinese, Asian, American, Seafood"
Raat Ki Rani,Jeevan Bhima Nagar,4.3,267,400.0,"Fast Food, North Indian"
Nizaam's Kaati Rolls & Kebabs,Jeevan Bhima Nagar,3.7,112,450.0,"Street Food, North Indian, Rolls"
Chai Masthi,Domlur,3.5,10,200.0,"Fast Food, Lebanese"
Fullyfilled,Indiranagar,4.0,48,200.0,"Fast Food, Chinese, Lebanese"
Big Chick Fried Chicken,Kaggadasapura,3.5,11,400.0,Fast Food
Venus Biryani,Domlur,3.1,149,200.0,"Biryani, Chinese"
Ibaco,Indiranagar,4.0,292,300.0,Desserts
Kobe Sizzlers,Indiranagar,4.1,1503,1500.0,"American, Continental, Fast Food, Steak"
Dakshin Biryani & Tiffin,Indiranagar,3.4,334,550.0,"Andhra, South Indian, North Indian"
Mother's Meal,CV Raman Nagar,3.8,134,200.0,North Indian
Pathy's Kitchen,Indiranagar,3.5,21,500.0,Andhra
Just Kulfi,Jeevan Bhima Nagar,3.5,8,400.0,"Ice Cream, Fast Food"
Asaivam Restaurant,Indiranagar,4.0,71,750.0,"Chettinad, South Indian"
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Secret Alley,Indiranagar,3.9,87,450.0,"Cafe, Fast Food, Chinese"
The Yogisthaan Cafe,Indiranagar,4.2,1216,600.0,"Cafe, Healthy Food, Salad, Beverages"
Peace Restaurant,Indiranagar,2.7,125,500.0,"Chinese, Tibetan, North Indian"
SGS Non Veg - Gundu Pulav,Marathahalli,3.1,68,400.0,"Biryani, Fast Food"
Red Chilliez,Thippasandra,3.5,217,650.0,"North Indian, Chinese, Seafood, Mangalorean"
Ambur Star Briyani,Indiranagar,3.8,26,500.0,"North Indian, Chinese, Biryani"
Inhouse Burger,CV Raman Nagar,3.3,11,500.0,"Burger, Fast Food, Healthy Food, Beverages"
GMT - Gelateria Montecatini Terme,Indiranagar,4.4,282,300.0,"Desserts, Ice Cream"
Chapati House,Ejipura,3.9,34,300.0,North Indian
Breezy Cow Bar,Kaggadasapura,3.8,25,400.0,Beverages
The Cake House,Ulsoor,3.7,30,300.0,"Bakery, Fast Food"
Oye Amritsar,Indiranagar,3.9,1488,600.0,North Indian
Srinathji's,Indiranagar,3.6,598,800.0,"Street Food, Chinese, Italian, North Indian"
Little Italy,Indiranagar,4.2,3305,1400.0,"Italian, Pizza, Mexican"
Le Gateau - The Cake Shop,Old Airport Road,4.4,542,600.0,"Desserts, Bakery"
Crispy Fried Chicken,Old Airport Road,3.3,11,150.0,"Burger, Fast Food"
Gooey & Fluffy,Thippasandra,3.9,90,200.0,"Desserts, Bakery"
Foodmazic,Kaggadasapura,3.7,17,200.0,"BBQ, Beverages, Burger, Rolls, Tea"
Domino's Pizza,CV Raman Nagar,3.0,7,400.0,"Pizza, Fast Food"
Thanco's Naturals Ice Cream,Marathahalli,3.6,21,450.0,"Ice Cream, Desserts"
Tayabbs,Indiranagar,4.0,739,500.0,"Rolls, North Indian, Fast Food"
Stuffd,Old Airport Road,3.8,33,500.0,"Continental, North Indian"
Grubhouse,Indiranagar,4.1,338,800.0,"Cafe, Continental"
Bites 2 Binge,Indiranagar,3.7,19,750.0,North Indian
Punjabi Dhaba,Indiranagar,2.8,53,300.0,"North Indian, Chinese"
3 Leafs,Kaggadasapura,3.7,128,600.0,"North Indian, South Indian, Chinese"
Kalavara,CV Raman Nagar,3.4,14,150.0,"South Indian, Kerala"
Rotti Mane,Thippasandra,3.6,18,200.0,South Indian
UBCR,Indiranagar,3.3,5,200.0,Fast Food
Hotel Devanand Kerala Restaurant,CV Raman Nagar,3.4,94,300.0,Kerala
Pulimunchi,Indiranagar,4.3,695,1000.0,"Mangalorean, Seafood"
World In A Bowl,Indiranagar,2.9,40,600.0,"Continental, North Indian, Desserts, Beverages"
A2B - Adyar Ananda Bhavan,Indiranagar,3.0,570,400.0,"South Indian, North Indian, Chinese, Street Food, Fast Food"
C Kosila Kitchen,Ejipura,3.1,8,300.0,North Indian
Sethji Home Made Food,Indiranagar,3.5,229,350.0,North Indian
Chillikum,Indiranagar,3.6,38,350.0,North Indian
Rahhams,Old Airport Road,2.8,420,700.0,"Mughlai, North Indian, Chinese"
The Ganache Factory,Domlur,4.1,42,400.0,"Desserts, Bakery"
Bat Chef,Indiranagar,2.6,27,500.0,Fast Food
Tunday Kababi,Indiranagar,3.8,724,500.0,"Lucknowi, Mughlai"
Kolkata Rolls & Hot Dum Biriyani On Dial,Indiranagar,3.5,22,200.0,"Fast Food, Rolls"
Biriyani Zone,CV Raman Nagar,3.7,22,800.0,"Biryani, North Indian, Chinese, Seafood"
The Spicy Kitchen,Thippasandra,3.1,17,300.0,"Arabian, Rolls"
Kitchen of Joy,Indiranagar,4.2,580,400.0,"Fast Food, Bengali, Rolls"
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Indiranagar,3.1,54,500.0,Continental
Supreme Biryani,East Bangalore,3.4,12,500.0,Biryani
Desi Chinese,East Bangalore,3.6,37,400.0,"Chinese, North Indian"
INDULGE by InnerChef,Indiranagar,3.4,27,400.0,"Desserts, Bakery"
Bekal,Jeevan Bhima Nagar,4.0,282,700.0,"Kerala, Mangalorean, Seafood"
Mid Night Hunting,Ejipura,3.7,127,300.0,"Fast Food, Italian"
Singh Saab,Indiranagar,3.7,244,800.0,"North Indian, Chinese, Mughlai"
Shaap,Indiranagar,4.0,241,500.0,"Kerala, Seafood"
Nutty Squirrel,Thippasandra,3.6,12,300.0,"Ice Cream, Desserts"
Peacock,Indiranagar,4.0,861,1200.0,"North Indian, BBQ, Mughlai"
Snack'Ups,Thippasandra,3.5,62,250.0,Fast Food
Fruit Face,Indiranagar,3.7,24,300.0,"Fast Food, Street Food, Beverages"
Laddoos,Jeevan Bhima Nagar,2.9,228,250.0,"North Indian, Street Food, Mithai"
Cake Palace,Indiranagar,3.4,12,100.0,Bakery
McDonald's,Old Airport Road,3.0,167,500.0,"Burger, Fast Food"
Kulcha Kulture,Indiranagar,3.5,14,400.0,North Indian
Kanti Sweets,Indiranagar,4.0,125,400.0,"Mithai, Street Food"
Longlive Pizza,Kaggadasapura,3.2,61,400.0,"Pizza, Fast Food"
Bite Me Cupcakes,Indiranagar,4.2,631,300.0,Desserts
Bhavani Sri,Indiranagar,3.0,112,600.0,"Chinese, North Indian"
Burger Bite House,Old Airport Road,3.1,4,500.0,"Burger, Fast Food"
Panda Foods,Marathahalli,3.5,15,300.0,"North Indian, Juices"
Raj Rasoi,Ejipura,3.5,12,250.0,"North Indian, Chinese"
Swaad,Jeevan Bhima Nagar,3.2,30,200.0,North Indian
The Kitchen Chef,Old Airport Road,3.0,98,500.0,"Fast Food, North Indian, Chinese"
Umami & Beyond,Indiranagar,3.7,24,400.0,"Continental, Healthy Food, Beverages"
Food Town,Indiranagar,3.2,5,200.0,Chinese
Wangs Kitchen,Indiranagar,2.5,56,700.0,Chinese
Copper Chimney,Indiranagar,4.2,97,1200.0,"North Indian, Biryani"
S.W.A.T Food Truck,East Bangalore,3.7,217,450.0,"American, Fast Food"
Juicy,Old Airport Road,3.8,80,200.0,"Beverages, Juices, Fast Food"
Shake It Off,Indiranagar,4.2,164,600.0,"Beverages, Fast Food"
Mad Over Biryani,Indiranagar,3.5,10,600.0,"North Indian, Biryani"
Ciclo Cafe,Indiranagar,4.3,1331,1000.0,"Cafe, Italian, American"
Chai Darbaar,Marathahalli,3.1,7,300.0,"North Indian, Chinese, Fast Food"
Ice Cream Works,Indiranagar,3.9,84,300.0,"Ice Cream, Ice Cream"
Baskin Robbins,Old Airport Road,3.7,47,250.0,"Ice Cream, Desserts"
Premium Bombay Kulfi,Indiranagar,3.5,11,100.0,Ice Cream
Kaayal,Jeevan Bhima Nagar,3.2,254,500.0,"Kerala, Chinese"
Popat,Indiranagar,3.2,43,300.0,North Indian
Paratha Xpress,Ulsoor,3.5,8,200.0,"North Indian, Chinese"
Curries And Pickles,Kaggadasapura,2.9,16,350.0,"Andhra, North Indian, Biryani"
Kisna Cafe,Old Airport Road,3.6,12,300.0,"South Indian, North Indian"
Kartik's Mithai Shoppe,Indiranagar,4.1,112,150.0,"Mithai, Street Food"
Budget Food,Old Airport Road,3.5,43,700.0,"North Indian, Biryani"
Bean Flickers,Indiranagar,4.3,397,700.0,"Cafe, American, Fast Food, Coffee, Continental"
Spicy Corner,Jeevan Bhima Nagar,3.9,190,250.0,"Street Food, Fast Food"
Swad Punjabi Dhaba,Thippasandra,3.6,20,300.0,North Indian
Spices,CV Raman Nagar,3.2,6,450.0,"South Indian, North Indian, Chinese, Biryani"
Kolkatta Famous Chat,Indiranagar,3.7,23,100.0,"Street Food, North Indian"
Sidewalk Cafe & Bar - The Paul Bangalore,Domlur,4.2,217,1500.0,"European, Italian, Asian"
Cafe Braqa,Indiranagar,4.1,147,700.0,"Cafe, Italian, Continental, Beverages"
Johny's Kitchen,Jeevan Bhima Nagar,4.1,60,300.0,"North Indian, South Indian"
Cake Dilim,Kaggadasapura,3.3,8,400.0,"Bakery, Desserts"
Infinitea Tea Room & Tea Store,Indiranagar,4.3,771,1000.0,"Continental, Cafe, Desserts, Salad, Momos"
Meat and eat,Kaggadasapura,3.2,14,500.0,"Fast Food, Burger"
North Indian Tadka,Ejipura,3.0,6,200.0,"Chinese, North Indian"
Chantilly,Indiranagar,4.1,124,450.0,"Cafe, Bakery"
Ideal Kitchen,Indiranagar,3.5,26,250.0,"North Indian, Chinese, South Indian, Seafood"
Green G Juice Bar,Indiranagar,3.5,39,200.0,"Ice Cream, Fast Food, Beverages"
Wow Vada Pav,Indiranagar,3.6,27,250.0,"Street Food, American"
Ooty Chocolates,Indiranagar,3.9,55,300.0,Desserts
Kanteen 038,Indiranagar,3.9,54,200.0,"Tea, Beverages, Fast Food"
Cafe Soy,Indiranagar,3.8,48,250.0,Asian
Galli Belly,Domlur,3.4,9,200.0,"Sandwich, Rolls"
Sri Krishna Sweets,Indiranagar,3.7,33,250.0,Mithai
Delhi Delight Food Cafe,Jeevan Bhima Nagar,3.1,28,200.0,"Chinese, North Indian"
Donne Biriyani Mane,Jeevan Bhima Nagar,3.8,162,400.0,"Biryani, Kebab"
Brea,Jeevan Bhima Nagar,3.4,34,300.0,"Bakery, Fast Food"
Wats Ur Scoop?,Indiranagar,4.0,56,300.0,"Desserts, Ice Cream"
Sri Ganesha Fruit Juice Centre,Domlur,3.2,18,100.0,"Juices, Beverages"
US Pizza,Kaggadasapura,2.4,63,500.0,"Pizza, Italian, Salad"
Pait Full,Kaggadasapura,3.8,70,750.0,"North Indian, Chinese, Biryani"
Cafe Terra,Indiranagar,4.2,402,500.0,"Cafe, Continental, Fast Food"
Desi Bytes,Old Airport Road,3.1,96,450.0,"North Indian, Chinese"
Drunken Monkey,Indiranagar,3.9,210,500.0,"Beverages, Fast Food"
Sai Donne Biryani,Indiranagar,3.3,9,300.0,"North Indian, Biryani"
Dashabhuja Kitchen & Catering,Thippasandra,3.0,12,400.0,"North Indian, Chinese"
20 Char - Sterlings MAC Hotel,Old Airport Road,4.0,427,1400.0,"Chinese, Continental, North Indian, South Indian, Arabian"
Goli Vada Pav No. 1,Ulsoor,3.5,34,200.0,Street Food
Zaica Dine & Wine,Indiranagar,4.0,1021,1200.0,North Indian
Raja Bhojaun,Marathahalli,3.4,20,250.0,"Chinese, North Indian, South Indian"
Kadamba Foodline,Ulsoor,3.7,33,400.0,"Chinese, North Indian, South Indian, Street Food"
Big Mummy,Indiranagar,4.0,223,400.0,"Fast Food, Biryani"
Rajan's Cafe,Domlur,2.8,79,300.0,"North Indian, Chinese, Fast Food"
Status,Old Airport Road,3.6,120,550.0,"Chinese, North Indian"
Meaza Ginger Multi Cuisine Restaurant,Indiranagar,3.7,93,500.0,"North Indian, Chinese"
Chellappa's,Kaggadasapura,3.2,115,500.0,"Chettinad, South Indian, North Indian"
Ice Creamist,Kaggadasapura,3.2,25,300.0,"Ice Cream, Desserts"
Guns N Roses,Ejipura,3.6,23,300.0,"Fast Food, Biryani"
Fire And Ice,Kaggadasapura,3.7,19,300.0,"Desserts, Fast Food"
DVG Benne Dosa,Domlur,4.1,29,150.0,South Indian
Chetty's Coffee,Indiranagar,3.9,45,150.0,South Indian
The Table,Indiranagar,3.8,42,400.0,"Bakery, Desserts"
Kevins Kitchen,Koramangala 6th Block,3.8,105,400.0,"North Indian, Chinese, Biryani"
House of Torte,Kaggadasapura,3.8,60,450.0,"Bakery, Cafe, Burger, Fast Food"
A3 Nuwang Kitchen,Ejipura,3.7,42,300.0,"Chinese, North Indian"
Suchithra Biryani House,Old Airport Road,3.7,287,450.0,"Andhra, Biryani, North Indian"
Hotel Salala,Old Airport Road,3.8,73,400.0,"North Indian, South Indian, Chinese, Biryani"
iSpice Resto Cafe,Indiranagar,3.7,32,500.0,"North Indian, Chinese, Fast Food"
Saka Eatery Outlet,Indiranagar,3.7,42,150.0,Street Food
CakeBerries,Old Airport Road,3.7,15,200.0,"Bakery, Desserts"
Troll,Indiranagar,3.8,103,300.0,"Desserts, Ice Cream"
New Leaf Restaurant,Indiranagar,3.7,59,1200.0,Chinese
Chefie,Koramangala 1st Block,3.8,37,200.0,"Continental, Fast Food, Italian, North Indian"
The Kitchen Bandit,Koramangala 2nd Block,3.2,44,350.0,"Chinese, North Indian, Fast Food"
Viceroy's Sarathi,Indiranagar,3.8,139,750.0,"North Indian, Chinese, Mughlai"
Chef Fast Food,Old Airport Road,3.2,27,300.0,"Fast Food, North Indian, South Indian"
New Tandoor Fusion,Kaggadasapura,3.1,4,350.0,"North Indian, Chinese"
Book My Cakes,Old Airport Road,3.3,4,300.0,Bakery
Punjab Bistro,CV Raman Nagar,3.7,16,300.0,North Indian
Amar Kolkata,Old Airport Road,3.2,6,300.0,"Bengali, North Indian, Chinese"
The Brekkie Shop,Indiranagar,3.8,61,300.0,"Healthy Food, Sandwich"
Venad Kitchen,Kaggadasapura,3.8,93,300.0,Kerala
Lazy Suzy,Indiranagar,4.3,1258,1000.0,"Cafe, Continental, Beverages, Burger, Desserts, Pizza, Bakery, European"
Little Orissa Restaurant,Indiranagar,3.9,350,450.0,"Oriya, North Indian, Bengali, Chinese"
VRS Food Zone,Ejipura,3.3,5,100.0,"Chinese, Fast Food"
Bangalore Durbar Fast Food,Thippasandra,3.6,21,600.0,"North Indian, South Indian, Chinese, Kerala"
Ramji Chaiwale,Old Airport Road,3.9,124,250.0,"Beverages, Fast Food"
Waah Chef,CV Raman Nagar,3.3,4,300.0,Hyderabadi
Nature's Restaurant,Domlur,3.3,4,300.0,"Chinese, Mangalorean, North Indian"
Chatora Singh,Old Airport Road,3.9,44,200.0,"North Indian, Fast Food"
Chung Shan Chinese Restaurant,Ejipura,3.7,32,500.0,"Chinese, Momos"
Paratha Plaza,Indiranagar,3.7,156,300.0,North Indian
Bun Maska Chai,Jeevan Bhima Nagar,3.9,122,250.0,"Street Food, Fast Food"
Sweet Chariot,Jeevan Bhima Nagar,3.5,25,500.0,"Bakery, Fast Food"
Fresh Bowl,Old Airport Road,3.3,4,400.0,"Chinese, North Indian, Fast Food"
Mummy's Kitchen,Old Airport Road,3.7,16,300.0,"North Indian, Biryani, Chinese"
Hotel Hyperdine,Indiranagar,2.5,66,350.0,"North Indian, Chinese, Arabian"
Bhagini Icon Boutique Hotel,Indiranagar,3.1,6,600.0,"South Indian, North Indian, Continental"
Hungry Walker,Indiranagar,4.0,43,400.0,"Indonesian, Thai, Vietnamese, Asian, Chinese, Continental, Malaysian"
Loyal Food,Indiranagar,3.2,17,500.0,Continental
Oyster Bay,Old Airport Road,3.2,5,550.0,North Indian
Ginseng - Royal Orchid Hotel,Old Airport Road,3.9,172,1900.0,"Chinese, Thai, Asian"
Tuffreys,CV Raman Nagar,3.6,25,250.0,"Desserts, Ice Cream"
Eddy's Cafe,Indiranagar,4.1,142,750.0,"Cafe, American, Salad, Continental, Healthy Food, Italian, Coffee, Desserts"
New Royal Paris Restaurant,Old Airport Road,3.4,14,300.0,"Chinese, Kerala, North Indian"
McLeans Italian Pizzeria,Ejipura,3.4,30,500.0,"American, Pizza"
Java,Old Airport Road,3.7,39,700.0,"North Indian, Chinese"
Simhapuri Mess,Old Airport Road,3.8,39,300.0,North Indian
DilliBite,Ulsoor,3.5,33,600.0,"North Indian, Chinese"
Friends Night Kitchen,Koramangala 6th Block,3.8,110,400.0,"Italian, Pizza"
Kumbakonam Degree Coffee,Indiranagar,3.8,67,200.0,"South Indian, Fast Food"
Momo Corner,Old Airport Road,3.8,22,150.0,"Fast Food, Momos"
Nandini Andhra Style Mess,Old Airport Road,3.4,28,350.0,"North Indian, Chinese, South Indian"
Palki Restaurant,Old Airport Road,2.8,93,500.0,"North Indian, Chinese, Biryani, Mangalorean"
Raaga,Indiranagar,3.8,300,1200.0,"North Indian, Chinese, Continental"
Suvaai Restaurant,Indiranagar,3.3,11,100.0,South Indian
Shree Durga,Old Airport Road,3.2,7,500.0,"North Indian, Chinese, Seafood"
24 Hours Cake Delivery,Old Airport Road,3.3,4,700.0,Bakery
Nandanavanam,Old Airport Road,3.3,6,300.0,South Indian
Juicemaker,Old Airport Road,3.4,32,400.0,"Beverages, Fast Food"
Samosa Party,Jeevan Bhima Nagar,4.1,374,150.0,"Street Food, Fast Food"
BabaYaga's,Indiranagar,4.0,242,1500.0,"American, Finger Food"
Ghar Ka Bhojan,Domlur,3.3,7,200.0,"North Indian, Healthy Food"
L'inoui - The Leela Palace,Old Airport Road,3.5,9,400.0,Desserts
Hello Resto-Pub,Old Airport Road,4.1,348,900.0,Continental
Mac Fast Food,Old Airport Road,2.7,50,400.0,"Fast Food, Chinese"
Bake a Smile,Old Airport Road,3.4,9,400.0,"Bakery, Desserts"
SLV Andhra Mess,Domlur,3.5,6,200.0,"Chinese, North Indian"
NH8,Indiranagar,4.1,2099,800.0,Rajasthani
Chungs Pavilion,Indiranagar,3.9,249,700.0,Chinese
Venus Bake Point,Old Airport Road,3.5,6,500.0,Bakery
House Of Seitan,Indiranagar,4.0,38,700.0,"Healthy Food, Burger, Beverages, Cafe, Sandwich, Salad"
Raenss Cafe,Indiranagar,2.4,128,600.0,"Cafe, Fast Food"
Momscurry,East Bangalore,2.7,19,300.0,North Indian
FTB Restaurant,Thippasandra,3.6,19,500.0,"North Indian, Bengali, Chinese, Seafood"
The Teal Door Cafe,Indiranagar,4.2,1920,800.0,"Cafe, Continental"
Grow Fit,Indiranagar,3.9,113,500.0,"Healthy Food, North Indian, Thai"
Jiyan Swadista,Marathahalli,3.4,10,300.0,"Chinese, Kebab, North Indian"
Homemade Food,Indiranagar,3.8,24,200.0,South Indian
The Humming Tree,Indiranagar,4.0,2432,2000.0,"Fast Food, European"
Ambur Biriyani,Old Airport Road,3.2,4,200.0,Biryani
Dine @ 9 Paratha Corner,Indiranagar,3.6,33,300.0,"North Indian, Chinese"
Paisa Vasool,Domlur,3.3,8,400.0,North Indian
Cup Shup,Indiranagar,2.8,185,500.0,"Cafe, Continental, Fast Food"
Achayyan's,Indiranagar,3.8,410,350.0,"Kerala, South Indian"
Kadai Crust - Amma Veetu Samayal,Indiranagar,3.8,263,700.0,"Chettinad, South Indian, Biryani"
The Ants Cafe & Store,Indiranagar,3.9,1387,800.0,"Cafe, Italian, Fast Food"
Gundappa Donne Biryani,Indiranagar,2.6,91,300.0,Biryani
Namdhari's Salad Bar,Indiranagar,3.9,82,400.0,"Salad, Fast Food"
The Rolling Pin,Indiranagar,4.1,76,400.0,"Bakery, Desserts"
AhimsaAmrit Green Cafe,Indiranagar,3.7,19,800.0,"Healthy Food, Salad, Continental"
Chai Cafe,Indiranagar,3.9,49,200.0,Cafe
La Madeleine Patisserie,Indiranagar,3.9,71,200.0,Bakery
Rudra Tiffin Service,Domlur,3.3,4,250.0,North Indian
Jiyo Natural,South Bangalore,3.6,15,300.0,"Healthy Food, North Indian"
KrumbKraft,Domlur,3.5,6,300.0,"Bakery, European"
Melting Spot,Indiranagar,4.0,134,600.0,"Cafe, Desserts, Beverages, Italian"
Neffy's - Cakes & More,Indiranagar,3.5,24,300.0,Bakery
Yum Tum,Domlur,3.4,7,250.0,"Salad, Greek, Mediterranean"
Fudgy Love Designer Cakes,Domlur,3.7,20,600.0,"Bakery, Desserts"
Cafe Velvette,Domlur,3.4,11,400.0,"Cafe, American, Italian, Continental"
Celeste's Kitchen,Domlur,3.3,5,400.0,"Chinese, Fast Food, North Indian"
Taantraa - Organic Handbaking,Indiranagar,3.7,28,350.0,"Bakery, Desserts"
Cross Roads Cafe,Indiranagar,3.0,59,500.0,"Cafe, Italian, Tex-Mex, Fast Food, Burger"
Smoodies,Old Airport Road,3.7,22,300.0,Juices
Cinnamon's Kitchen,Old Airport Road,3.7,25,300.0,"North Indian, South Indian, Fast Food"
Mayo N Burger,Indiranagar,3.2,4,250.0,American
Mukati Kitchen,Thippasandra,3.7,133,500.0,"North Indian, Continental, Chinese, Italian"
Soup Station,Domlur,3.9,112,150.0,"Healthy Food, Sandwich, Salad"
The Parotta Master,Jeevan Bhima Nagar,2.9,43,400.0,South Indian
Byblos,Indiranagar,4.2,1352,1700.0,"Lebanese, Arabian, Middle Eastern, Salad, Beverages"
Cream Factory,Kaggadasapura,3.9,54,400.0,Desserts
Picante,Indiranagar,3.6,23,400.0,"Sandwich, Fast Food"
Lono,Indiranagar,4.2,241,1500.0,"Continental, Modern Indian"
Loveshack,Domlur,4.0,1806,1600.0,"Continental, Pizza, North Indian, Goan, Cafe"
The French Loaf,Indiranagar,3.5,137,400.0,"Bakery, Desserts, Sandwich"
Cafe Idly,Jeevan Bhima Nagar,2.9,35,200.0,"South Indian, Fast Food"
Bottle & Glass,Indiranagar,4.0,984,1400.0,"Continental, Chinese, Italian"
Tandoori Taal,Indiranagar,4.3,1799,900.0,"Biryani, North Indian"
Knight Riders,Domlur,2.4,25,1000.0,"Chinese, European"
TFC - Tony's Food Corner,"ITPL Main Road, Whitefield",3.1,23,400.0,"North Indian, Chinese"
Just Bake,Old Airport Road,2.7,23,400.0,Bakery
Magic Box,Indiranagar,3.3,21,300.0,"South Indian, North Indian, Chinese"
Bhartiya Jalpan,Indiranagar,4.1,1098,700.0,"North Indian, Street Food"
Nandhana Palace,Indiranagar,4.2,956,800.0,"Andhra, Biryani, North Indian, Chinese"
Sanchez Taqueria & Cantina,Indiranagar,4.3,82,800.0,"Mexican, Tex-Mex"
Aaha Andhra,Indiranagar,4.2,820,900.0,"Andhra, Biryani, North Indian"
Eat Well,Indiranagar,3.5,33,400.0,"North Indian, Chinese"
Forage,Indiranagar,4.2,215,1500.0,"Healthy Food, Beverages, European, Salad"
Anjappar,Indiranagar,3.8,777,650.0,"Chettinad, South Indian"
Waffle Magic,Indiranagar,4.2,592,700.0,"Cafe, Desserts"
Fai Dang,Indiranagar,3.3,33,1100.0,"Asian, Continental"
Talk Over Table,Jeevan Bhima Nagar,4.0,287,500.0,Cafe
Chefkraft,Indiranagar,3.9,146,800.0,"Continental, Fast Food, Salad"
